date,lq45,jci,idx30,eido,spy,dom_b,dom_s,for_b,for_s
2017-04-26,950.75,5726.53,518.14,26.6,238.4,3.5881,5.4877,4.2128,2.3132
2017-04-27,946.09,5707.03,515.01,26.5,238.6,4.8763,5.338,2.57,2.1083
2017-04-28,940.76,5685.3,512,26.33,238.08,3.9622,4.3803,8.6324,8.2142
2017-05-02,940.79,5675.81,512.77,26.52,238.77,3.9699,4.8183,3.6157,2.7673
2017-05-03,936.55,5647.37,510.8,26.32,238.48,4.0975,4.4221,2.8222,2.4976
2017-05-04,942.98,5669.44,515,26.4,238.76,5.4267,5.1131,6.6147,6.9283
2017-05-05,945.97,5683.38,516.66,26.75,239.7,5.1376,5.8291,3.4487,2.7572
2017-05-08,948.97,5707.86,518.09,26.71,239.66,4.2975,5.942,4.7893,3.1449
2017-05-09,946.83,5697.06,517.18,26.84,239.44,5.6392,6.3183,2.6622,1.9831
2017-05-10,941.94,5653.01,515.36,26.63,239.87,4.6686,5.4224,3.0068,2.253
2017-05-12,946.73,5675.22,518.01,26.69,238.98,4.1197,5.3025,3.6178,2.435
2017-05-15,952.46,5688.87,521.22,26.87,240.3,4.6884,3.9485,2.3824,3.1222
2017-05-16,942.16,5647,514.71,26.52,240.08,3.7438,4.1821,2.9562,2.5179
2017-05-17,934.35,5615.49,510.06,25.84,235.82,4.6166,4.4144,2.3467,2.5489
2017-05-18,941.45,5645.45,514.14,25.99,236.77,4.4145,4.8082,3.0622,2.6685
2017-05-19,970.4,5791.88,530.46,27.39,238.31,5.3282,5.2271,3.0523,3.1535
2017-05-22,960.84,5749.44,524.67,27.21,239.52,5.212,5.8874,2.9827,2.3073
2017-05-23,959.21,5730.61,524.07,27,240.05,4.8952,5.1247,2.4723,2.2427
2017-05-24,953.24,5703.43,520.63,26.8,240.61,3.6361,3.648,2.6609,2.649
2017-05-26,954.48,5716.81,521.41,26.79,241.71,3.7257,3.6907,3.1134,3.1484
2017-05-29,953.82,5712.33,521.11,26.79,241.71,9.5804,3.0992,1.9758,8.457
2017-05-30,949.51,5693.39,518.7,26.76,241.5,3.8007,3.6521,1.6089,1.7575
2017-05-31,957.7,5738.15,522.74,26.56,241.44,5.0261,4.5495,9.1401,9.6167
2017-06-02,961.41,5742.45,525.22,27.14,244.17,4.5934,4.5659,4.3481,4.3757
2017-06-05,964.07,5748.23,527.31,27.16,243.99,4.0858,3.915,2.8533,3.0241
2017-06-06,956.21,5707.83,522.89,26.98,243.21,4.2307,3.5514,2.2919,2.9711
2017-06-07,959.25,5717.32,524.27,26.96,243.66,3.5258,3.3376,2.1098,2.2979
2017-06-08,956.44,5702.92,522.78,26.98,243.78,3.3182,3.273,3.1691,3.2143
2017-06-09,950.48,5675.52,518.86,26.66,243.41,3.9328,2.9111,3.2637,4.2855
2017-06-12,953.63,5691.44,520.74,26.83,243.36,2.6959,3.3136,2.5712,1.9535
2017-06-13,957.88,5707.65,523.16,27.02,244.55,3.0893,2.9206,1.5756,1.7443
2017-06-14,974.18,5792.9,531.93,27.33,244.24,4.1642,3.9569,2.2031,2.4104
2017-06-15,970.16,5776.28,529.74,27.36,243.77,3.3675,3.0977,2.0445,2.3143
2017-06-16,960.67,5723.64,524.78,27.05,242.64,4.3815,4.5816,6.2995,6.0994
2017-06-19,963.87,5741.91,526.55,27.12,244.66,3.5345,3.4833,1.6533,1.7044
2017-06-20,974.33,5791.9,532.5,26.91,243.01,5.7657,5.2851,2.0235,2.504
2017-06-21,978.63,5818.55,534.9,27.11,242.95,7.0176,7.2122,3.3673,3.1726
2017-06-22,977.62,5829.71,534.58,27.08,242.84,10.4763,8.4542,1.8586,3.8807
2017-07-03,997.51,5910.24,545.92,27.4,242.21,3.224,3.7009,5.4933,5.0165
2017-07-04,987.38,5865.36,539.84,27.4,242.21,4.6029,3.447,1.9507,3.1066
2017-07-05,979.46,5825.05,535.85,27.17,242.77,4.3488,4.0504,1.9537,2.252
2017-07-06,982.99,5849.57,537.88,26.92,240.55,3.1863,2.6689,2.3497,2.867
2017-07-07,977.12,5814.79,534.75,26.88,242.11,4.4258,4.093,1.9647,2.2975
2017-07-10,967.29,5771.51,529.57,26.79,242.37,2.6454,2.1022,1.523,2.0661
2017-07-11,966.63,5773.33,529.26,26.8,242.19,3.1594,2.5408,1.7327,2.3514
2017-07-12,976.18,5819.13,534.14,27.37,244.01,3.1899,3.1821,2.3797,2.3875
2017-07-13,978.18,5830.04,535.58,27.12,244.42,3.4479,2.6327,2.2686,3.0838
2017-07-14,978.14,5831.8,535.43,27.34,245.56,3.0572,2.0818,1.844,2.8194
2017-07-17,980.38,5841.28,536.51,27.15,245.53,5.0805,4.9088,1.9847,2.1564
2017-07-18,976.01,5822.35,534.3,27.09,245.66,4.1916,3.1176,1.5311,2.6051
2017-07-19,971.9,5806.69,531.65,27.09,246.99,5.0487,3.4375,1.7259,3.3371
2017-07-20,976.32,5825.21,534.13,27.11,247.1,4.1953,3.4462,1.9259,2.675
2017-07-21,962.86,5765.42,526.44,26.61,246.88,3.4742,3.0358,1.4848,1.9232
2017-07-24,972.5,5801.59,532.17,26.84,246.82,4.0336,3.712,2.6092,2.9309
2017-07-25,976.41,5813.53,534.05,26.91,247.42,5.2303,3.5766,1.8012,3.4549
2017-07-26,971.75,5800.21,531.69,26.95,247.43,5.1068,4.9915,2.5338,2.6491
2017-07-27,971.95,5819.74,531.31,26.72,247.2,3.7889,3.7595,1.8265,1.8559
2017-07-28,974.13,5831.03,531.88,26.8,246.91,5.2623,5.2379,2.6719,2.6963
2017-07-31,974.08,5840.94,531.58,26.87,246.77,4.624,4.9606,2.9842,2.6476
2017-08-01,966.75,5805.2,526.8,26.82,247.32,4.1685,4.0968,2.6496,2.7213
2017-08-02,972.02,5824.25,529.46,26.8,247.44,4.7352,4.5247,2.5716,2.7821
2017-08-03,962.26,5780.58,523.87,26.62,246.96,3.276,2.971,2.1778,2.4829
2017-08-04,959.45,5777.48,522.6,26.62,247.41,2.819,2.6386,1.7833,1.9637
2017-08-07,954.98,5749.29,520,26.6,247.87,4.0253,3.6767,2.2534,2.6021
2017-08-08,967.7,5810.56,526.63,26.73,247.26,4.1999,3.9344,1.9016,2.1672
2017-08-09,969.16,5824.01,526.97,26.78,247.25,4.6487,4.808,2.1104,1.9511
2017-08-10,967.85,5825.95,526.12,26.45,243.76,3.991,3.9248,1.8834,1.9496
2017-08-11,955.96,5766.14,520.13,26.65,244.12,4.6863,3.5332,1.4898,2.6429
2017-08-14,962.59,5801.49,523.82,26.82,246.54,3.4802,3.1821,1.4707,1.7687
2017-08-15,967.89,5835.04,526.62,26.78,246.51,4.0349,4.0934,1.687,1.6286
2017-08-16,982.35,5891.95,535.42,27.19,246.94,4.106,3.9833,1.9737,2.0964
2017-08-18,982.39,5893.84,535.23,27.11,242.71,3.866,3.5879,2.7762,3.0543
2017-08-21,975.82,5861,531.33,27.08,242.9,4.8306,3.3066,1.8923,3.4162
2017-08-22,980.63,5880.3,533.49,27.23,245.44,4.5849,4.9221,2.2998,1.9625
2017-08-23,988.11,5914.02,537.78,27.36,244.56,4.6489,5.0137,1.9926,1.6277
2017-08-24,983.29,5894.12,535.4,27.18,243.99,5.113,4.5287,1.8186,2.403
2017-08-25,987.88,5915.36,537.89,27.28,244.56,3.6254,3.3437,1.3713,1.653
2017-08-28,984.87,5903.34,536.28,27.17,244.57,4.7735,4.855,1.2523,1.1708
2017-08-29,982.75,5888.21,535.11,27.15,244.85,5.0809,3.8596,4.0384,5.2597
2017-08-30,979.68,5872.51,533.47,26.93,246.01,3.9558,3.8527,2.0887,2.1917
2017-08-31,977.33,5864.06,532.22,26.88,247.49,4.2361,4.0019,2.407,2.6412
2017-09-04,966.89,5813.74,526.28,26.88,247.49,3.6605,3.0979,1.5083,2.0709
2017-09-05,971.15,5829.98,528.01,26.55,246.06,4.103,3.5931,1.6552,2.1651
2017-09-06,969.55,5824.14,527.21,26.65,246.9,4.8211,3.0537,1.531,3.2984
2017-09-07,970.86,5832.31,528,26.79,246.87,4.0208,3.0798,1.623,2.5639
2017-09-08,976.46,5857.12,531.21,26.96,246.58,6.0456,3.3124,2.3435,5.0767
2017-09-11,977.5,5871.88,531.92,27.32,249.21,4.0053,3.3897,1.363,1.9786
2017-09-12,978.06,5872.38,532.35,27.07,250.05,4.4857,4.0862,1.6547,2.0543
2017-09-13,973.31,5845.73,530.13,26.81,250.17,4.9904,4.5103,1.8395,2.3196
2017-09-14,974.17,5852,530.47,26.71,250.09,4.9805,4.8172,2.1794,2.3427
2017-09-15,976.69,5872.39,531.57,26.99,249.19,3.8083,3.8077,4.3083,4.3089
2017-09-18,980.05,5884.61,533.21,26.81,249.72,3.9247,3.6443,2.0127,2.2931
2017-09-19,982.82,5901.33,534.77,27.09,249.97,4.5605,4.3307,1.9951,2.2249
2017-09-20,983.41,5906.57,535.24,26.79,250.06,3.8921,3.8462,2.4339,2.4797
2017-09-22,983.36,5911.71,535.61,26.95,249.44,4.4079,4.3858,3.1344,3.1565
2017-09-25,980.62,5894.61,534.26,26.68,248.93,3.8107,3.6565,1.9907,2.145
2017-09-26,975.74,5863.96,531.75,26.55,249.08,4.1906,4.015,2.5804,2.756
2017-09-27,975.51,5863.03,532.17,26.3,250.05,4.3785,4.0727,2.6632,2.969
2017-09-28,969.15,5841.05,528.62,26.2,250.35,4.7398,4.0381,2.3337,3.0354
2017-09-29,979.44,5900.85,534.31,26.69,251.23,5.2245,4.0941,2.8366,3.967
2017-10-02,984.81,5914.03,537.97,26.52,252.32,5.1391,3.5353,1.8046,3.4083
2017-10-03,989.8,5939.45,540.41,26.75,252.86,4.6175,4.3791,1.6361,1.8746
2017-10-04,991.96,5951.48,541.23,26.79,253.16,4.5548,4.2898,1.4684,1.7333
2017-10-05,982.85,5901.91,536.47,26.82,254.66,4.6835,4.2392,1.5641,2.0084
2017-10-06,984.68,5905.38,537.5,26.51,254.37,4.6717,3.4546,1.9615,3.1787
2017-10-09,985.95,5914.93,538.03,26.6,253.95,3.5672,3.3005,0.9852,1.2519
2017-10-10,983.06,5905.76,536.54,26.78,254.62,4.1681,3.7046,2.3233,2.7868
2017-10-11,976.95,5882.79,533.05,26.56,255.02,4.6451,3.8443,2.6571,3.4578
2017-10-12,986.35,5926.2,538.14,26.7,254.64,5.9179,6.3055,3.3647,2.9771
2017-10-13,986.88,5924.12,538.73,27,254.95,5.0293,4.8345,2.1668,2.3616
2017-10-16,991.42,5949.7,541.5,26.98,255.29,9.5268,9.0271,3.5243,4.024
2017-10-17,991.64,5947.33,541.94,26.83,255.47,5.484,4.514,2.1779,3.1479
2017-10-18,987.48,5929.2,539.74,26.67,255.72,6.5987,5.4347,2.1644,3.3284
2017-10-19,979.92,5910.53,534.95,26.6,255.79,5.806,5.3433,3.704,4.1667
2017-10-20,984.17,5929.55,537.07,26.71,257.11,3.9542,4.5806,3.4605,2.8342
2017-10-23,987.9,5950.03,538.89,26.61,256.11,4.2072,4.5794,2.2343,1.8621
2017-10-24,984.15,5952.08,536.22,26.56,256.56,4.3557,4.2796,2.1195,2.1957
2017-10-25,995.94,6025.43,543.32,26.66,255.29,5.3288,5.4592,3.3626,3.2322
2017-10-26,991.49,5995.85,540.78,26.55,255.62,5.6751,5.3937,2.2268,2.5081
2017-10-27,985.17,5975.28,537.5,26.62,257.71,7.4576,7.2392,2.0257,2.2441
2017-10-30,985.43,5974.08,537.62,26.46,256.75,4.535,5.4682,3.2565,2.3233
2017-10-31,992.22,6005.78,541.52,26.7,257.15,4.9415,5.458,3.8757,3.3592
2017-11-01,1000.29,6038.15,545.83,26.83,257.49,5.6289,4.508,3.8144,4.9353
2017-11-02,1001.42,6031.11,546.56,27.12,257.59,9.7081,5.2216,2.8096,7.2961
2017-11-03,1005.55,6039.54,549.07,27.01,258.45,6.9931,6.4001,2.1822,2.7751
2017-11-06,1007.22,6050.82,549.7,27.29,258.85,5.12,4.9623,2.6018,2.7595
2017-11-07,1010.1,6060.45,551.25,27.04,258.67,4.4395,4.8969,2.8989,2.4414
2017-11-08,1008.42,6049.38,550.66,27.14,259.11,5.092,4.2732,2.6869,3.5057
2017-11-09,1004.69,6042.46,548.63,27,258.17,4.9105,4.7295,3.1162,3.2972
2017-11-10,1001.14,6021.83,546.8,26.8,258.09,5.5893,4.3794,2.2706,3.4804
2017-11-13,1000.95,6021.46,546.68,26.72,258.33,4.2781,3.9569,3.2918,3.613
2017-11-14,993.19,5988.29,542.19,26.51,257.73,4.8722,4.1503,2.8624,3.5843
2017-11-15,991.4,5972.31,541.5,26.45,256.44,5.559,4.6026,2.953,3.9093
2017-11-16,1007.25,6037.91,550.96,26.94,258.62,5.1836,4.4848,1.9458,2.6445
2017-11-17,1011,6051.73,553.11,27.14,257.86,4.9706,3.9337,1.9235,2.9604
2017-11-20,1010.96,6053.28,553.29,27.17,258.3,3.9672,3.9182,1.7376,1.7866
2017-11-21,1008.66,6031.86,552.27,27.11,259.99,4.1035,3.7364,2.5071,2.8742
2017-11-22,1016.24,6069.78,556.22,27.38,259.76,4.4525,5.59,3.5784,2.4409
2017-11-23,1015.91,6063.24,556.03,27.38,259.76,4.5488,5.3241,2.5716,1.7963
2017-11-24,1018.71,6067.14,557.7,27.49,260.36,4.0967,4.7737,2.2608,1.5839
2017-11-27,1019.66,6064.59,558.41,27.14,260.23,4.8784,5.1241,2.2961,2.0504
2017-11-28,1024.69,6070.72,561.67,27.24,262.87,5.4183,5.5256,2.7613,2.654
2017-11-29,1019.22,6061.37,558,26.87,262.71,12.4238,5.3649,2.9541,10.013
2017-11-30,992.16,5952.14,542.17,26.68,265.01,7.0422,4.8033,7.7951,10.034
2017-12-04,1007.89,5998.19,551.9,26.6,264.14,8.2496,7.3995,2.6843,3.5343
2017-12-05,1012.12,6000.47,554.52,26.76,263.19,5.1517,4.9204,2.4782,2.7095
2017-12-06,1019.23,6035.51,558.75,26.87,263.24,5.2487,4.7971,2.4518,2.9034
2017-12-07,1013.16,6006.84,554.98,26.97,264.07,4.4746,3.5844,1.838,2.7282
2017-12-08,1017.82,6030.96,557.84,27.09,265.51,4.3908,4.3318,2.0193,2.0783
2017-12-11,1018.98,6026.63,559.69,27.11,266.31,4.2247,3.9242,1.6485,1.9489
2017-12-12,1018.71,6032.37,559.12,26.92,266.78,4.8979,4.2315,1.7411,2.4076
2017-12-13,1021.16,6054.6,560.05,27.37,266.75,4.8111,4.2804,1.7418,2.2726
2017-12-14,1032.75,6113.65,566.23,27.39,265.66,6.9753,6.8411,2.7741,2.9083
2017-12-15,1030.11,6119.42,564.93,27.39,266.51,6.1991,5.4844,4.6456,5.3604
2017-12-18,1035.67,6133.96,568.32,27.36,268.2,5.1983,4.9946,1.6272,1.8309
2017-12-19,1041.88,6167.67,571.29,27.31,267.17,6.9177,7.0739,3.01,2.8539
2017-12-20,1027.47,6109.48,563.4,27.06,267.03,5.8886,6.3223,3.0786,2.6448
2017-12-21,1044.71,6183.39,573.14,27.64,267.58,7.112,7.5458,3.371,2.9373
2017-12-22,1053.75,6221.01,578.53,27.95,267.51,7.4948,7.2123,3.3954,3.6779
2017-12-27,1063.03,6277.16,583.63,28.17,267.32,7.3334,7.5418,2.2663,2.0579
2017-12-28,1070.35,6314.05,588.08,28.36,267.87,8.4781,7.9052,3.3961,3.9691
2017-12-29,1079.38,6355.65,593.11,28.43,266.86,9.8096,10.1473,18.5556,18.2178
2018-01-02,1076.23,6339.24,591.29,28.55,268.77,3.8638,4.3039,1.9159,1.4758
2018-01-03,1056.52,6251.48,580.02,28.37,270.47,4.4486,4.5215,2.553,2.4801
2018-01-04,1067.27,6292.32,586.36,28.64,271.61,4.1198,4.3832,3.1274,2.864
2018-01-05,1080.15,6353.74,593.32,28.98,273.42,4.2039,4.5652,2.4991,2.1377
2018-01-08,1086.39,6385.4,596.12,29.04,273.92,5.2868,5.5571,2.3312,2.0609
2018-01-09,1083.3,6373.14,593.76,28.75,274.54,5.0924,5.6659,2.695,2.1214
2018-01-10,1081.68,6371.17,592.95,28.77,274.12,4.9924,5.0932,2.9299,2.8292
2018-01-11,1084.96,6386.34,594.85,29.15,276.12,5.106,5.3364,2.5218,2.2914
2018-01-12,1082.52,6370.06,593.44,29.23,277.92,4.3065,4.6226,2.7656,2.4495
2018-01-15,1084.08,6382.19,593.73,29.23,277.92,3.9794,5.9449,3.9288,1.9633
2018-01-16,1093.35,6429.69,598.57,29.32,276.97,5.432,5.5493,2.7936,2.6763
2018-01-17,1093.68,6444.52,598.67,29.68,279.61,6.7208,6.8326,3.4088,3.297
2018-01-18,1098.89,6472.67,601.82,29.6,279.14,7.0735,6.7788,3.0624,3.3571
2018-01-19,1100.19,6490.9,602.67,29.75,280.41,5.6185,4.7189,2.5035,3.4031
2018-01-22,1101.79,6500.53,603.63,29.77,282.69,6.1184,5.8297,3.2484,3.5371
2018-01-23,1132.19,6635.33,621.16,30.1,283.29,6.4253,6.9997,3.8331,3.2587
2018-01-24,1124.28,6615.49,616.04,30.3,283.18,8.5678,8.2531,3.5115,3.8262
2018-01-25,1117.83,6615.33,611.88,30.26,283.3,8.7046,8.7336,4.7555,4.7265
2018-01-26,1126.36,6660.62,616.39,30.56,286.58,5.9163,6.611,4.5101,3.8154
2018-01-29,1126.41,6680.62,615.08,30.08,284.68,7.4658,7.0567,3.5063,3.9154
2018-01-30,1103.43,6575.49,602.39,29.52,281.76,7.7016,6.5078,2.7156,3.9095
2018-01-31,1105.76,6605.63,603.31,29.79,281.9,9.4537,8.5017,3.1876,4.1396
2018-02-01,1105.07,6598.46,603.27,29.53,281.58,7.7034,6.7937,2.5433,3.453
2018-02-02,1111.9,6628.82,606.97,29.18,275.45,6.1762,5.398,2.5784,3.3566
2018-02-05,1107,6589.68,605.14,28.51,263.93,5.4043,4.7472,1.6949,2.3521
2018-02-06,1090.49,6478.54,596.76,29.44,269.13,12.6504,10.9045,2.8215,4.5673
2018-02-07,1101.39,6534.87,603.41,28.91,267.67,6.5185,6.0494,2.5893,3.0583
2018-02-08,1103.08,6544.63,604.3,27.89,257.63,5.9514,5.1866,1.6742,2.439
2018-02-09,1097.66,6505.52,600.21,28.57,261.5,6.4524,4.6978,1.7729,3.5275
2018-02-12,1097.35,6523.45,600.22,28.88,265.34,5.9636,5.381,1.7618,2.3444
2018-02-13,1109.23,6578.18,606.53,29.4,266,6.3683,6.1473,2.0243,2.2453
2018-02-14,1111.16,6594.4,607.73,29.65,269.59,6.2705,5.7441,1.8338,2.3602
2018-02-15,1108.92,6591.58,605.46,29.94,273.03,5.8546,5.6017,1.5154,1.7683
2018-02-19,1128.25,6689.29,616.12,29.94,273.03,5.6616,6.0812,2.0951,1.6754
2018-02-20,1122.18,6662.88,613.57,29.97,271.4,6.6016,6.4029,1.8614,2.0601
2018-02-21,1117.91,6643.4,611.23,29.49,270.05,6.7424,6.8214,3.1126,3.0336
2018-02-22,1105.24,6593.06,603.97,29.32,270.4,5.5577,4.9773,2.0363,2.6167
2018-02-23,1109.74,6619.8,606.59,29.52,274.71,6.4141,6.2209,2.9515,3.1447
2018-02-26,1092.68,6554.67,596.49,29.17,277.9,6.1343,5.3931,2.028,2.7693
2018-02-27,1104.19,6598.93,602.88,28.77,274.43,5.7052,6.0908,3.2963,2.9107
2018-02-28,1100.28,6597.22,600.81,28.61,271.65,6.1921,5.3455,7.5419,8.3884
2018-03-01,1101.89,6606.05,602.74,28.52,267.7,6.5671,5.8936,2.7983,3.4719
2018-03-02,1098.14,6582.32,601.29,28.7,269.08,5.3771,4.6917,2.4768,3.1621
2018-03-05,1089.78,6550.59,596.65,28.74,272.19,5.7169,4.3054,1.5327,2.9441
2018-03-06,1078.23,6500.11,589.93,28.35,272.88,5.0333,4.2089,1.9398,2.7641
2018-03-07,1053.61,6368.27,576.6,28.02,272.78,7.1896,6.023,2.4915,3.6581
2018-03-08,1067.95,6443.02,585.7,28.29,274.1,6.3479,6.1774,2.8938,3.0642
2018-03-09,1064.84,6433.32,582.66,28.46,278.87,5.2859,4.3479,1.962,2.8999
2018-03-12,1075.38,6500.69,588.42,28.57,278.52,5.0604,5.1713,2.937,2.826
2018-03-13,1057.04,6412.85,578.48,28.03,276.72,6.338,5.6361,2.5409,3.2428
2018-03-14,1051.5,6382.62,575.88,27.86,275.3,5.2938,4.6968,2.1673,2.7643
2018-03-15,1039.43,6321.9,568.79,27.45,275,6.0432,5.4078,2.4091,3.0445
2018-03-16,1037.28,6304.95,568.03,27.38,274.2,5.4758,4.4445,6.26,7.2913
2018-03-19,1036.12,6289.57,566.96,27.21,270.49,5.291,4.1795,2.157,3.2685
2018-03-20,1027.22,6243.58,562.1,27.17,270.95,5.2149,4.2794,2.8575,3.793
2018-03-21,1038.43,6312.83,567.54,27.56,270.43,6.3427,5.5677,2.8508,3.6258
2018-03-22,1026.65,6254.07,561.21,26.58,263.67,6.7194,6.8464,3.5426,3.4156
2018-03-23,1017.49,6210.7,556.15,26.33,258.05,6.0562,4.9961,2.1903,3.2503
2018-03-26,1014.31,6200.17,553.72,26.99,265.11,5.3755,4.4691,1.8094,2.7158
2018-03-27,1015.84,6209.35,554.47,26.5,260.6,5.3222,4.4682,1.805,2.659
2018-03-28,1000.25,6140.84,545.93,26.5,259.83,4.8718,4.1752,18.0053,18.7019
2018-03-29,1005.68,6188.99,548.8,26.96,263.15,4.4516,4.4627,34.3703,34.3591
2018-04-02,1019.21,6240.57,556.61,26.91,257.47,4.143,3.8992,1.8803,2.1241
2018-04-03,1017.35,6229.01,555.41,27.34,260.77,4.3513,3.9671,1.7403,2.1245
2018-04-04,1003.66,6157.1,547.4,27.35,263.56,4.6171,4.5334,1.8907,1.9744
2018-04-05,1008.46,6183.23,549.66,26.94,265.64,4.2018,3.7716,1.5191,1.9493
2018-04-06,1007.59,6175.05,548.96,26.57,259.72,3.5061,3.247,1.7547,2.0138
2018-04-09,1021.9,6246.13,557.18,26.94,261,4.6603,4.5497,2.5939,2.7044
2018-04-10,1039.61,6325.82,567.08,27.74,265.15,4.7372,4.7473,2.4724,2.4623
2018-04-11,1047.07,6360.93,570.79,27.93,263.76,5.275,5.1542,2.5986,2.7194
2018-04-12,1033.96,6310.8,563.55,27.65,265.93,4.4782,3.7261,1.8396,2.5917
2018-04-13,1022.64,6270.33,557.19,27.32,265.15,3.9484,3.3278,1.9368,2.5575
2018-04-16,1027.15,6286.75,559.54,27.5,267.33,3.7079,3.1569,1.2749,1.826
2018-04-17,1027,6285.76,559.53,27.47,270.19,4.724,3.9843,1.9701,2.7098
2018-04-18,1034.26,6320.01,563.81,27.63,270.39,4.8543,4.6306,2.3301,2.5538
2018-04-19,1040.38,6355.9,567.21,27.31,268.89,4.8671,5.0802,2.6055,2.3925
2018-04-20,1034.49,6337.69,564.05,27.07,266.61,4.2071,3.9881,2.0423,2.2613
2018-04-23,1027.46,6308.15,560.21,26.98,266.57,5.6065,4.5836,1.6556,2.6785
2018-04-24,1010.88,6229.64,550.72,26.55,262.98,5.276,4.6165,2.2929,2.9523
2018-04-25,978.26,6079.85,531.76,25.89,263.63,6.5757,4.6175,1.9449,3.9031
2018-04-26,943.29,5909.2,513.02,25.57,266.31,6.8252,5.5196,3.3191,4.6248
2018-04-27,945.64,5919.24,514.96,25.52,266.56,5.3041,4.9456,3.8015,4.1599
2018-04-30,958.41,5994.6,522.2,25.36,264.51,4.9048,4.3379,2.3961,2.963
2018-05-02,964.28,6012.24,524.19,25.29,263.2,5.2976,4.7861,3.8763,4.3878
2018-05-03,933.96,5858.73,508.05,24.69,262.62,4.6713,3.8994,4.1392,4.9111
2018-05-04,920.12,5792.35,500.58,24.57,266.02,4.397,3.5545,3.3515,4.1939
2018-05-07,941.04,5885.1,511.55,24.42,266.92,5.0287,4.3629,2.3906,3.0564
2018-05-08,920.54,5774.72,500.8,24.1,266.92,4.6271,4.4462,3.5831,3.764
2018-05-09,954.29,5907.94,520.41,24.74,269.5,5.3427,5.014,3.7915,4.1202
2018-05-11,962.01,5956.83,524.02,25.35,272.85,5.5608,5.1267,3.7334,4.1675
2018-05-14,962,5947.15,523.94,25.18,272.98,4.7171,4.5091,3.8844,4.0924
2018-05-15,935.35,5838.12,508.16,24.21,271.1,6.1781,5.0153,3.147,4.3098
2018-05-16,935.47,5841.46,508.62,24.52,272.24,6.023,5.3137,4.4972,5.2065
2018-05-17,926.91,5815.92,502.45,24.39,272.01,5.5416,4.8992,2.7522,3.3946
2018-05-18,918.89,5783.31,497.85,23.66,271.33,5.01,4.3206,2.3727,3.062
2018-05-21,906.9,5733.85,490.74,23.44,273.37,5.4105,4.6184,3.3032,4.0953
2018-05-22,911.84,5751.12,493.34,23.78,272.61,5.5975,5.2435,2.6771,3.0311
2018-05-23,922.68,5792,499.9,24.15,273.36,5.0277,5.5871,3.8999,3.3405
2018-05-24,953.87,5946.54,517.84,24.89,272.8,5.1743,5.8589,3.0426,2.358
2018-05-25,958.38,5975.74,520.83,25.17,272.15,4.1562,4.9252,3.1835,2.4146
2018-05-28,977.66,6068.32,532.41,25.17,272.15,5.537,6.0498,2.8617,2.349
2018-05-30,963.48,6011.06,524.25,25.84,272.61,6.0536,5.8415,4.3114,4.5236
2018-05-31,953.59,5983.59,517.63,25.52,270.94,6.4068,5.9408,11.6799,12.1459
2018-06-04,962.17,6014.82,522.94,26.03,274.9,6.497,6.3449,4.1792,4.3312
2018-06-05,973.87,6088.79,529.35,25.78,275.1,7.555,7.6442,3.2816,3.1925
2018-06-06,969.46,6069.71,526.86,26.19,277.4,7.3565,6.8548,4.0765,4.5781
2018-06-07,976.49,6106.7,530.9,25.78,277.37,5.4071,5.3086,3.1649,3.2634
2018-06-08,950.7,5993.63,514.69,25.51,278.19,6.716,4.2658,4.6286,7.0787
2018-06-20,925.16,5884.04,501.2,23.97,275.97,6.1631,4.1198,6.6169,8.6603
2018-06-21,907.29,5822.33,491.78,23.45,274.24,4.5423,3.7086,4.1008,4.9345
2018-06-22,909.18,5821.81,493.1,23.48,274.74,5.2832,4.3136,2.598,3.5676
2018-06-25,918.79,5859.08,498.48,23.56,271,5.4271,4.6116,2.0268,2.8423
2018-06-26,910.65,5825.65,493.57,23.09,271.6,4.4615,4.0084,2.9034,3.3565
2018-06-27,901,5787.55,488.9,22.63,269.35,4.9937,4.4542,2.373,2.9125
2018-06-28,881.02,5667.32,478.49,22.32,270.89,5.7451,5.0533,2.919,3.6107
2018-06-29,908.97,5799.24,493.42,22.97,271.28,5.7257,6.085,3.2878,2.9285
2018-07-02,902.09,5746.77,490.11,22.74,271.86,4.6998,4.5061,2.1422,2.3359
2018-07-03,882.84,5633.94,479.5,21.96,270.9,4.8173,4.279,2.3747,2.913
2018-07-04,907.8,5733.64,493.93,21.96,270.9,4.7588,4.6911,2.4134,2.481
2018-07-05,905.6,5739.33,492.72,22.53,273.11,3.9753,3.8383,1.9117,2.0487
2018-07-06,895.38,5694.91,486.61,22.91,275.42,3.7218,3.3338,1.8269,2.2148
2018-07-09,916.86,5807.38,498.75,23.48,277.9,5.1568,4.6721,2.1685,2.6532
2018-07-10,929.05,5881.76,505.53,23.53,278.9,4.7061,4.8397,2.8292,2.6956
2018-07-11,929.98,5893.36,505.87,23.37,276.86,4.6079,5.0395,2.6902,2.2586
2018-07-12,930.34,5907.87,505.89,23.57,279.37,4.3811,4.518,2.8051,2.6683
2018-07-13,937.72,5944.07,510.13,23.55,279.59,4.7515,5.2126,2.6313,2.1702
2018-07-16,930.92,5905.16,506.02,23.1,279.34,3.4542,3.5302,2.1144,2.0384
2018-07-17,919.96,5861.51,499.5,23.29,280.47,5.1782,4.443,2.5316,3.2667
2018-07-18,926.71,5890.73,503.19,23.46,281.06,5.3498,5.3141,2.2336,2.2693
